id	parlamentarier_id	stichdatum	in_liste	verguetung_transparent	freigabe_datum	parlamentarier_name	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache
129	122	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Jans, Beat"	"NR"	"BS"	"SP"	"S"	"UREK-NR"	2010-05-31		"M"	1964-07-12	4032	2745	"de"	"de"
627	314	2019-09-23	1	"teilweise"	2019-12-24T16:11:58	"Jauslin, Matthias Samuel"	"NR"	"AG"	"FDP"	"RL"	"GPK-NR, UREK-NR"	2015-11-30		"M"	1962-04-20	4208	3109	"de"	"de"
381	314	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Jauslin, Matthias Samuel"	"NR"	"AG"	"FDP"	"RL"	"GPK-NR, UREK-NR"	2015-11-30		"M"	1962-04-20	4208	3109	"de"	"de"
130	314	2017-05-27	1	"ja"	2019-12-24T16:13:39	"Jauslin, Matthias Samuel"	"NR"	"AG"	"FDP"	"RL"	"GPK-NR, UREK-NR"	2015-11-30		"M"	1962-04-20	4208	3109	"de"	"de"
628	125	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Jositsch, Daniel"	"SR"	"ZH"	"SP"	"S"	"APK-SR, IPU, RK-SR, SiK-SR, SPK-SR"	2007-12-03		"M"	1965-03-25	3891	2694	"de"	"de"
382	125	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Jositsch, Daniel"	"SR"	"ZH"	"SP"	"S"	"APK-SR, IPU, RK-SR, SiK-SR, SPK-SR"	2007-12-03		"M"	1965-03-25	3891	2694	"de"	"de"
131	125	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Jositsch, Daniel"	"SR"	"ZH"	"SP"	"S"	"APK-SR, IPU, RK-SR, SiK-SR, SPK-SR"	2007-12-03		"M"	1965-03-25	3891	2694	"de"	"de"
629	329	2019-09-23	1	"teilweise"	2019-12-24T16:11:58	"Kälin, Irène"	"NR"	"AG"	"GPS"	"G"	"Bü-NR, Bü-VBV-V, SPK-NR, VD"	2017-11-27		"F"	1987-02-06	4218	3119	"de"	"de"
383	329	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Kälin, Irène"	"NR"	"AG"	"GPS"	"G"	"Bü-NR, Bü-VBV-V, SPK-NR, VD"	2017-11-27		"F"	1987-02-06	4218	3119	"de"	"de"
630	127	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Keller, Peter"	"NR"	"NW"	"SVP"	"V"	"FK-NR, WBK-NR"	2011-12-05		"M"	1971-04-22	4098	3013	"de"	"de"
384	127	2018-11-19	1	"teilweise"	2019-12-24T16:13:05	"Keller, Peter"	"NR"	"NW"	"SVP"	"V"	"FK-NR, WBK-NR"	2011-12-05		"M"	1971-04-22	4098	3013	"de"	"de"
132	127	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Keller, Peter"	"NR"	"NW"	"SVP"	"V"	"FK-NR, WBK-NR"	2011-12-05		"M"	1971-04-22	4098	3013	"de"	"de"
633	131	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Knecht, Hansjörg"	"SR"	"AG"	"SVP"	"V"	"Del D-V, FK-SR, KVF-SR, UREK-SR"	2011-12-05		"M"	1960-03-24	4114	3021	"de"	"de"
388	131	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Knecht, Hansjörg"	"SR"	"AG"	"SVP"	"V"	"Del D-V, FK-SR, KVF-SR, UREK-SR"	2011-12-05		"M"	1960-03-24	4114	3021	"de"	"de"
136	131	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Knecht, Hansjörg"	"SR"	"AG"	"SVP"	"V"	"Del D-V, FK-SR, KVF-SR, UREK-SR"	2011-12-05		"M"	1960-03-24	4114	3021	"de"	"de"
634	291	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Köppel, Roger"	"NR"	"ZH"	"SVP"	"V"	"APK-NR, Del D-V"	2015-11-30		"M"	1965-03-21	4166	3082	"de"	"de"
389	291	2018-11-19	1	"teilweise"	2019-12-24T16:13:05	"Köppel, Roger"	"NR"	"ZH"	"SVP"	"V"	"APK-NR, Del D-V"	2015-11-30		"M"	1965-03-21	4166	3082	"de"	"de"
137	291	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Köppel, Roger"	"NR"	"ZH"	"SVP"	"V"	"APK-NR, Del D-V"	2015-11-30		"M"	1965-03-21	4166	3082	"de"	"de"
635	34	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Kuprecht, Alex"	"SR"	"SZ"	"SVP"	"V"	"Bü-SR, Bü-VBV-V, Del A-V, Del FL-V, SGK-SR, SiK-SR, VD, WAK-SR"	2003-12-01		"M"	1957-12-22	1162	2641	"de"	"de"
390	34	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Kuprecht, Alex"	"SR"	"SZ"	"SVP"	"V"	"Bü-SR, Bü-VBV-V, Del A-V, Del FL-V, SGK-SR, SiK-SR, VD, WAK-SR"	2003-12-01		"M"	1957-12-22	1162	2641	"de"	"de"
138	34	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Kuprecht, Alex"	"SR"	"SZ"	"SVP"	"V"	"Bü-SR, Bü-VBV-V, Del A-V, Del FL-V, SGK-SR, SiK-SR, VD, WAK-SR"	2003-12-01		"M"	1957-12-22	1162	2641	"de"	"de"
636	337	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Kutter, Philipp"	"NR"	"ZH"	"CVP"	"M-CEB"	"Bü-NR, KVF-NR, WBK-NR"	2018-06-11		"M"	1975-08-31	4225	3126	"de"	"de"
391	337	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Kutter, Philipp"	"NR"	"ZH"	"CVP"	"M-CEB"	"Bü-NR, KVF-NR, WBK-NR"	2018-06-11		"M"	1975-08-31	4225	3126	"de"	"de"
637	132	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Landolt, Martin"	"NR"	"GL"	"BDP"	"M-CEB"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"
392	132	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Landolt, Martin"	"NR"	"GL"	"BDP"	"M-CEB"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"
139	132	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Landolt, Martin"	"NR"	"GL"	"BDP"	"M-CEB"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"
638	235	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Levrat, Christian"	"SR"	"FR"	"SP"	"S"	"APF-V, APK-NS 20-30, APK-SR, ERD-V, RedK-V, RK-SR, WAK-SR"	2003-12-01		"M"	1970-07-07	1150	2613	"fr"	"fr"
394	235	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Levrat, Christian"	"SR"	"FR"	"SP"	"S"	"APF-V, APK-NS 20-30, APK-SR, ERD-V, RedK-V, RK-SR, WAK-SR"	2003-12-01		"M"	1970-07-07	1150	2613	"fr"	"fr"
141	235	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Levrat, Christian"	"SR"	"FR"	"SP"	"S"	"APF-V, APK-NS 20-30, APK-SR, ERD-V, RedK-V, RK-SR, WAK-SR"	2003-12-01		"M"	1970-07-07	1150	2613	"fr"	"fr"
639	14	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Lohr, Christian"	"NR"	"TG"	"CVP"	"M-CEB"	"IPU, SGK-NR"	2011-12-05		"M"	1962-04-05	4118	3024	"de"	"de"
395	14	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Lohr, Christian"	"NR"	"TG"	"CVP"	"M-CEB"	"IPU, SGK-NR"	2011-12-05		"M"	1962-04-05	4118	3024	"de"	"de"
142	14	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Lohr, Christian"	"NR"	"TG"	"CVP"	"M-CEB"	"IPU, SGK-NR"	2011-12-05		"M"	1962-04-05	4118	3024	"de"	"de"
642	137	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Lüscher, Christian"	"NR"	"GE"	"FDP"	"RL"	"BeK-V, GK-V, RK-NR, WAK-NR"	2007-12-03		"M"	1963-12-06	3895	2698	"fr"	"fr"
398	137	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Lüscher, Christian"	"NR"	"GE"	"FDP"	"RL"	"BeK-V, GK-V, RK-NR, WAK-NR"	2007-12-03		"M"	1963-12-06	3895	2698	"fr"	"fr"
145	137	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Lüscher, Christian"	"NR"	"GE"	"FDP"	"RL"	"BeK-V, GK-V, RK-NR, WAK-NR"	2007-12-03		"M"	1963-12-06	3895	2698	"fr"	"fr"
645	142	2019-09-23	1	"teilweise"	2019-12-24T16:11:58	"Markwalder, Christa"	"NR"	"BE"	"FDP"	"RL"	"APK-NR, APK-NS 20-30, RK-NR"	2003-12-01		"F"	1975-07-27	1139	2614	"de"	"de"
401	142	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Markwalder, Christa"	"NR"	"BE"	"FDP"	"RL"	"APK-NR, APK-NS 20-30, RK-NR"	2003-12-01		"F"	1975-07-27	1139	2614	"de"	"de"
148	142	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Markwalder, Christa"	"NR"	"BE"	"FDP"	"RL"	"APK-NR, APK-NS 20-30, RK-NR"	2003-12-01		"F"	1975-07-27	1139	2614	"de"	"de"
646	143	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Marra, Ada"	"NR"	"VD"	"SP"	"S"	"ERD-V, SPK-NR"	2007-12-03		"F"	1973-03-10	3923	2726	"fr"	"fr"
402	143	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Marra, Ada"	"NR"	"VD"	"SP"	"S"	"ERD-V, SPK-NR"	2007-12-03		"F"	1973-03-10	3923	2726	"fr"	"fr"
149	143	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Marra, Ada"	"NR"	"VD"	"SP"	"S"	"ERD-V, SPK-NR"	2007-12-03		"F"	1973-03-10	3923	2726	"fr"	"fr"
647	293	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Marti, Min Li"	"NR"	"ZH"	"SP"	"S"	"RK-NR, SiK-NR"	2015-11-30		"F"	1974-06-01	4197	3084	"de"	"de"
403	293	2018-11-19	1	"teilweise"	2019-12-24T16:13:05	"Marti, Min Li"	"NR"	"ZH"	"SP"	"S"	"RK-NR, SiK-NR"	2015-11-30		"F"	1974-06-01	4197	3084	"de"	"de"
150	293	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Marti, Min Li"	"NR"	"ZH"	"SP"	"S"	"RK-NR, SiK-NR"	2015-11-30		"F"	1974-06-01	4197	3084	"de"	"de"
648	339	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Marti, Samira"	"NR"	"BL"	"SP"	"S"	"SPK-NR"	2018-12-10		"F"	1994-01-23	4228	3129	"de"	"de"
649	294	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Martullo-Blocher, Magdalena"	"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"
404	294	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Martullo-Blocher, Magdalena"	"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"
151	294	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Martullo-Blocher, Magdalena"	"NR"	"GR"	"SVP"	"V"	"WAK-NR"	2015-11-30		"F"	1969-08-13	4167	3085	"de"	"de"
650	144	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Masshardt, Nadine"	"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"
405	144	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Masshardt, Nadine"	"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"
152	144	2017-05-27	1	"ja"	2019-12-24T16:13:39	"Masshardt, Nadine"	"NR"	"BE"	"SP"	"S"	"SPK-NR, UREK-NR"	2013-03-04		"F"	1984-10-04	4130	3034	"de"	"de"
651	250	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Matter, Thomas"	"NR"	"ZH"	"SVP"	"V"	"EFTA/EU, WAK-NR"	2014-06-01		"M"	1966-03-23	4144	3046	"de"	"de"
406	250	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Matter, Thomas"	"NR"	"ZH"	"SVP"	"V"	"EFTA/EU, WAK-NR"	2014-06-01		"M"	1966-03-23	4144	3046	"de"	"de"
153	250	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Matter, Thomas"	"NR"	"ZH"	"SVP"	"V"	"EFTA/EU, WAK-NR"	2014-06-01		"M"	1966-03-23	4144	3046	"de"	"de"
653	295	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Mazzone, Lisa"	"SR"	"GE"	"GPS"	"G"	"BeK-V, Bü-SR, Del F-V, KVF-SR, RedK-V, RK-SR, SPK-SR, UREK-SR"	2015-11-30		"F"	1988-01-25	4186	3086	"fr"	"fr"
408	295	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Mazzone, Lisa"	"SR"	"GE"	"GPS"	"G"	"BeK-V, Bü-SR, Del F-V, KVF-SR, RedK-V, RK-SR, SPK-SR, UREK-SR"	2015-11-30		"F"	1988-01-25	4186	3086	"fr"	"fr"
155	295	2017-05-27	1	"ja"	2019-12-24T16:13:39	"Mazzone, Lisa"	"SR"	"GE"	"GPS"	"G"	"BeK-V, Bü-SR, Del F-V, KVF-SR, RedK-V, RK-SR, SPK-SR, UREK-SR"	2015-11-30		"F"	1988-01-25	4186	3086	"fr"	"fr"
1137	296	2020-12-31	1	"ja"	2020-12-04T09:34:54	"Meyer, Mattea"	"NR"	"ZH"	"SP"	"S"	"IK-NR, SGK-NR"	2015-11-30		"F"	1987-11-09	4198	3087	"de"	"de"
655	296	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Meyer, Mattea"	"NR"	"ZH"	"SP"	"S"	"IK-NR, SGK-NR"	2015-11-30		"F"	1987-11-09	4198	3087	"de"	"de"
410	296	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Meyer, Mattea"	"NR"	"ZH"	"SP"	"S"	"IK-NR, SGK-NR"	2015-11-30		"F"	1987-11-09	4198	3087	"de"	"de"
157	296	2017-05-27	1	"ja"	2019-12-24T16:13:39	"Meyer, Mattea"	"NR"	"ZH"	"SP"	"S"	"IK-NR, SGK-NR"	2015-11-30		"F"	1987-11-09	4198	3087	"de"	"de"
656	238	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Minder, Thomas"	"SR"	"SH"		"V"	"APK-NS 20-30, APK-SR, NATO-V, RedK-V, RK-SR, SiK-SR, SPK-SR"	2011-12-05		"M"	1960-12-26	4112	3019	"de"	"de"
411	238	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Minder, Thomas"	"SR"	"SH"		"V"	"APK-NS 20-30, APK-SR, NATO-V, RedK-V, RK-SR, SiK-SR, SPK-SR"	2011-12-05		"M"	1960-12-26	4112	3019	"de"	"de"
158	238	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Minder, Thomas"	"SR"	"SH"		"V"	"APK-NS 20-30, APK-SR, NATO-V, RedK-V, RK-SR, SiK-SR, SPK-SR"	2011-12-05		"M"	1960-12-26	4112	3019	"de"	"de"
657	332	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Molina, Fabian"	"NR"	"ZH"	"SP"	"S"	"APK-NR, APK-NS 20-30, GPK-NR"	2018-03-15		"M"	1990-07-08	4223	3124	"de"	"de"
412	332	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Molina, Fabian"	"NR"	"ZH"	"SP"	"S"	"APK-NR, APK-NS 20-30, GPK-NR"	2018-03-15		"M"	1990-07-08	4223	3124	"de"	"de"
658	15	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Moret, Isabelle"	"NR"	"VD"	"FDP"	"RL"	"Bü-VBV-V, SGK-NR, SPK-NR"	2006-12-04		"F"	1970-12-30	1346	2660	"fr"	"fr"
413	15	2018-11-19	1	"teilweise"	2019-12-24T16:13:05	"Moret, Isabelle"	"NR"	"VD"	"FDP"	"RL"	"Bü-VBV-V, SGK-NR, SPK-NR"	2006-12-04		"F"	1970-12-30	1346	2660	"fr"	"fr"
159	15	2017-05-27	1	"teilweise"	2019-12-24T16:13:39	"Moret, Isabelle"	"NR"	"VD"	"FDP"	"RL"	"Bü-VBV-V, SGK-NR, SPK-NR"	2006-12-04		"F"	1970-12-30	1346	2660	"fr"	"fr"
659	147	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Moser, Tiana Angelina"	"NR"	"ZH"	"GLP"	"GL"	"APK-NR, Bü-NR, SPK-NR"	2007-12-03		"F"	1979-04-06	3897	2700	"de"	"de"
414	147	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Moser, Tiana Angelina"	"NR"	"ZH"	"GLP"	"GL"	"APK-NR, Bü-NR, SPK-NR"	2007-12-03		"F"	1979-04-06	3897	2700	"de"	"de"
160	147	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Moser, Tiana Angelina"	"NR"	"ZH"	"GLP"	"GL"	"APK-NR, Bü-NR, SPK-NR"	2007-12-03		"F"	1979-04-06	3897	2700	"de"	"de"
665	153	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Müller-Altermatt, Stefan"	"NR"	"SO"	"CVP"	"M-CEB"	"BeK-V, GPDel-V, GPK-NR, UREK-NR"	2011-12-05		"M"	1976-06-17	4063	2771	"de"	"de"
420	153	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Müller-Altermatt, Stefan"	"NR"	"SO"	"CVP"	"M-CEB"	"BeK-V, GPDel-V, GPK-NR, UREK-NR"	2011-12-05		"M"	1976-06-17	4063	2771	"de"	"de"
166	153	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Müller-Altermatt, Stefan"	"NR"	"SO"	"CVP"	"M-CEB"	"BeK-V, GPDel-V, GPK-NR, UREK-NR"	2011-12-05		"M"	1976-06-17	4063	2771	"de"	"de"
660	318	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Müller, Damian"	"SR"	"LU"	"FDP"	"RL"	"APK-SR, EFTA/EU, SGK-SR, SPK-SR, UREK-SR"	2015-11-30		"M"	1984-10-25	4207	3108	"de"	"de"
415	318	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Müller, Damian"	"SR"	"LU"	"FDP"	"RL"	"APK-SR, EFTA/EU, SGK-SR, SPK-SR, UREK-SR"	2015-11-30		"M"	1984-10-25	4207	3108	"de"	"de"
161	318	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Müller, Damian"	"SR"	"LU"	"FDP"	"RL"	"APK-SR, EFTA/EU, SGK-SR, SPK-SR, UREK-SR"	2015-11-30		"M"	1984-10-25	4207	3108	"de"	"de"
661	149	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Müller, Leo"	"NR"	"LU"	"CVP"	"M-CEB"	"WAK-NR"	2011-12-05		"M"	1958-07-04	4097	3012	"de"	"de"
416	149	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Müller, Leo"	"NR"	"LU"	"CVP"	"M-CEB"	"WAK-NR"	2011-12-05		"M"	1958-07-04	4097	3012	"de"	"de"
162	149	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Müller, Leo"	"NR"	"LU"	"CVP"	"M-CEB"	"WAK-NR"	2011-12-05		"M"	1958-07-04	4097	3012	"de"	"de"
666	154	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Munz, Martina"	"NR"	"SH"	"SP"	"S"	"RedK-V, UREK-NR"	2013-09-09		"F"	1955-12-26	4134	3036	"de"	"de"
421	154	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Munz, Martina"	"NR"	"SH"	"SP"	"S"	"RedK-V, UREK-NR"	2013-09-09		"F"	1955-12-26	4134	3036	"de"	"de"
167	154	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Munz, Martina"	"NR"	"SH"	"SP"	"S"	"RedK-V, UREK-NR"	2013-09-09		"F"	1955-12-26	4134	3036	"de"	"de"
669	297	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Nantermod, Philippe"	"NR"	"VS"	"FDP"	"RL"	"GPK-NR, SGK-NR"	2015-11-30		"M"	1984-03-27	4193	3088	"fr"	"fr"
424	297	2018-11-19	1	"teilweise"	2019-12-24T16:13:05	"Nantermod, Philippe"	"NR"	"VS"	"FDP"	"RL"	"GPK-NR, SGK-NR"	2015-11-30		"M"	1984-03-27	4193	3088	"fr"	"fr"
170	297	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Nantermod, Philippe"	"NR"	"VS"	"FDP"	"RL"	"GPK-NR, SGK-NR"	2015-11-30		"M"	1984-03-27	4193	3088	"fr"	"fr"
670	298	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Nicolet, Jacques"	"NR"	"VD"	"SVP"	"V"	"APF-V, BeK-V, FK-NR, IK-NR"	2015-11-30		"M"	1965-10-24	4168	3089	"fr"	"fr"
425	298	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Nicolet, Jacques"	"NR"	"VD"	"SVP"	"V"	"APF-V, BeK-V, FK-NR, IK-NR"	2015-11-30		"M"	1965-10-24	4168	3089	"fr"	"fr"
171	298	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Nicolet, Jacques"	"NR"	"VD"	"SVP"	"V"	"APF-V, BeK-V, FK-NR, IK-NR"	2015-11-30		"M"	1965-10-24	4168	3089	"fr"	"fr"
671	158	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Nidegger, Yves"	"NR"	"GE"	"SVP"	"V"	"APK-NR, APK-NS 20-30, GK-V, RK-NR"	2007-12-03		"M"	1957-05-17	3898	2701	"fr"	"fr"
426	158	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Nidegger, Yves"	"NR"	"GE"	"SVP"	"V"	"APK-NR, APK-NS 20-30, GK-V, RK-NR"	2007-12-03		"M"	1957-05-17	3898	2701	"fr"	"fr"
172	158	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Nidegger, Yves"	"NR"	"GE"	"SVP"	"V"	"APK-NR, APK-NS 20-30, GK-V, RK-NR"	2007-12-03		"M"	1957-05-17	3898	2701	"fr"	"fr"
672	159	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Nordmann, Roger"	"NR"	"VD"	"SP"	"S"	"Bü-NR, UREK-NR"	2004-11-30		"M"	1973-03-23	1279	2648	"fr"	"fr"
427	159	2018-11-19	1	"ja"	2019-12-24T16:13:05	"Nordmann, Roger"	"NR"	"VD"	"SP"	"S"	"Bü-NR, UREK-NR"	2004-11-30		"M"	1973-03-23	1279	2648	"fr"	"fr"
173	159	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Nordmann, Roger"	"NR"	"VD"	"SP"	"S"	"Bü-NR, UREK-NR"	2004-11-30		"M"	1973-03-23	1279	2648	"fr"	"fr"
673	160	2019-09-23	1	"teilweise"	2019-12-24T16:11:58	"Noser, Ruedi"	"SR"	"ZH"	"FDP"	"RL"	"Del D-V, UREK-SR, WAK-SR, WBK-SR"	2003-12-01		"M"	1961-04-14	1153	2619	"de"	"de"
428	160	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Noser, Ruedi"	"SR"	"ZH"	"FDP"	"RL"	"Del D-V, UREK-SR, WAK-SR, WBK-SR"	2003-12-01		"M"	1961-04-14	1153	2619	"de"	"de"
174	160	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Noser, Ruedi"	"SR"	"ZH"	"FDP"	"RL"	"Del D-V, UREK-SR, WAK-SR, WBK-SR"	2003-12-01		"M"	1961-04-14	1153	2619	"de"	"de"
674	161	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Nussbaumer, Eric"	"NR"	"BL"	"SP"	"S"	"APK-NR, EFTA/EU"	2007-12-03		"M"	1960-07-11	3899	2702	"de"	"de"
429	161	2018-11-19	1	"teilweise"	2019-12-24T16:13:05	"Nussbaumer, Eric"	"NR"	"BL"	"SP"	"S"	"APK-NR, EFTA/EU"	2007-12-03		"M"	1960-07-11	3899	2702	"de"	"de"
175	161	2017-05-27	1	"teilweise"	2019-12-24T16:13:39	"Nussbaumer, Eric"	"NR"	"BL"	"SP"	"S"	"APK-NR, EFTA/EU"	2007-12-03		"M"	1960-07-11	3899	2702	"de"	"de"
675	333	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Paganini, Nicolo"	"NR"	"SG"	"CVP"	"M-CEB"	"Del A-V, GK-V, GPK-NR, UREK-NR"	2018-03-12		"M"	1966-06-08	4222	3123	"de"	"de"
430	333	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Paganini, Nicolo"	"NR"	"SG"	"CVP"	"M-CEB"	"Del A-V, GK-V, GPK-NR, UREK-NR"	2018-03-12		"M"	1966-06-08	4222	3123	"de"	"de"
676	299	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Page, Pierre-André"	"NR"	"FR"	"SVP"	"V"	"BeK-V, Del F-V, IK-NR, UREK-NR"	2015-11-30		"M"	1960-04-19	4169	3090	"fr"	"fr"
431	299	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Page, Pierre-André"	"NR"	"FR"	"SVP"	"V"	"BeK-V, Del F-V, IK-NR, UREK-NR"	2015-11-30		"M"	1960-04-19	4169	3090	"fr"	"fr"
176	299	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Page, Pierre-André"	"NR"	"FR"	"SVP"	"V"	"BeK-V, Del F-V, IK-NR, UREK-NR"	2015-11-30		"M"	1960-04-19	4169	3090	"fr"	"fr"
680	166	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Pfister, Gerhard"	"NR"	"ZG"	"CVP"	"M-CEB"	"APK-NR, Del D-V, IK-NR, SPK-NR"	2003-12-01		"M"	1962-10-01	1109	2623	"de"	"de"
435	166	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Pfister, Gerhard"	"NR"	"ZG"	"CVP"	"M-CEB"	"APK-NR, Del D-V, IK-NR, SPK-NR"	2003-12-01		"M"	1962-10-01	1109	2623	"de"	"de"
180	166	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Pfister, Gerhard"	"NR"	"ZG"	"CVP"	"M-CEB"	"APK-NR, Del D-V, IK-NR, SPK-NR"	2003-12-01		"M"	1962-10-01	1109	2623	"de"	"de"
682	168	2019-09-23	1	"ja"	2019-12-24T16:11:58	"Piller Carrard, Valérie"	"NR"	"FR"	"SP"	"S"	"BeK-V, IK-NR, KVF-NR, WBK-NR"	2011-12-05		"F"	1978-09-09	4109	3009	"fr"	"fr"
437	168	2018-11-19	1	"nein"	2019-12-24T16:13:05	"Piller Carrard, Valérie"	"NR"	"FR"	"SP"	"S"	"BeK-V, IK-NR, KVF-NR, WBK-NR"	2011-12-05		"F"	1978-09-09	4109	3009	"fr"	"fr"
182	168	2017-05-27	1	"nein"	2019-12-24T16:13:39	"Piller Carrard, Valérie"	"NR"	"FR"	"SP"	"S"	"BeK-V, IK-NR, KVF-NR, WBK-NR"	2011-12-05		"F"	1978-09-09	4109	3009	"fr"	"fr"
683	248	2019-09-23	1	"nein"	2019-12-24T16:11:58	"Portmann, Hans-Peter"	"NR"	"ZH"	"FDP"	"RL"	"APK-NR, EFTA/EU"	2014-05-07		"M"	1963-02-22	4141	3043	"de"	"de"
